,Country,Year,Group,Variable,Value,eta2_all,eta2_loo,delta_eta2,delta_eta2_pos,share_pos_pct
981,Marshall Islands,2015,Group C: Emerging / High-growth,Population Growth (%),-2.020434666,0.0012695021236637867,0.00019819110838193414,0.0010713110152818525,0.0010713110152818525,13.55447468355444
982,Marshall Islands,2016,Group C: Emerging / High-growth,Exports (% of GDP),36.49331021,0.019730678329864648,0.021424378477536667,-0.0016937001476720198,0.0,0.0
983,Marshall Islands,2016,Group C: Emerging / High-growth,GDP Growth (%),2.504082744,0.008235972094941237,0.008110594255566948,0.00012537783937428826,0.00012537783937428826,2.075842436168527
984,Marshall Islands,2016,Group C: Emerging / High-growth,GDP per Capita,3946.844411,0.8996454259405996,0.8991596831024039,0.00048574283819569075,0.00048574283819569075,8.042295206423365
985,Marshall Islands,2016,Group C: Emerging / High-growth,Imports (% of GDP),79.83305253,0.07914966177530307,0.07492966916870004,0.0042199926066030236,0.0042199926066030236,69.86912341783781
986,Marshall Islands,2016,Group C: Emerging / High-growth,Population Growth (%),-2.261025352,0.005514645924592136,0.004305905836959924,0.001208740087632212,0.001208740087632212,20.0127389395703
987,Marshall Islands,2017,Group C: Emerging / High-growth,Exports (% of GDP),39.1129153,0.001576676453478359,0.0018783778743468526,-0.0003017014208684936,0.0,0.0
988,Marshall Islands,2017,Group C: Emerging / High-growth,GDP Growth (%),3.558151885,0.025400668380323285,0.02535705652179937,4.361185852391411e-05,4.361185852391411e-05,0.432740148901872
989,Marshall Islands,2017,Group C: Emerging / High-growth,GDP per Capita,4190.934686,0.8962842189684221,0.8958038375455651,0.00048038142285700136,0.00048038142285700136,4.766601000111996
990,Marshall Islands,2017,Group C: Emerging / High-growth,Imports (% of GDP),86.03233505,0.037317152360226695,0.03387701721662293,0.0034401351436037647,0.0034401351436037647,34.13485791873215
991,Marshall Islands,2017,Group C: Emerging / High-growth,Population Growth (%),-2.504428523,0.014914968122288215,0.008801025761702334,0.006113942360585881,0.006113942360585881,60.66580093225398
992,Marshall Islands,2018,Group C: Emerging / High-growth,Exports (% of GDP),39.72577273,0.002716710698111923,0.0031335611006088177,-0.0004168504024968946,0.0,0.0
993,Marshall Islands,2018,Group C: Emerging / High-growth,GDP Growth (%),5.487179487,0.10167342287248653,0.10939008819617271,-0.0077166653236861865,0.0,0.0
994,Marshall Islands,2018,Group C: Emerging / High-growth,GDP per Capita,4542.342939,0.8929467115873737,0.8924513789403261,0.0004953326470475972,0.0004953326470475972,5.187987676391836
995,Marshall Islands,2018,Group C: Emerging / High-growth,Imports (% of GDP),88.7565,0.03495181115513965,0.03129802833114039,0.003653782823999259,0.003653782823999259,38.26878841139423
996,Marshall Islands,2018,Group C: Emerging / High-growth,Population Growth (%),-2.709992229,0.01145318704161831,0.006054618941602921,0.005398568100015389,0.005398568100015389,56.54322391221393
997,Marshall Islands,2019,Group C: Emerging / High-growth,Exports (% of GDP),37.06187205,0.0024674328860656634,0.0029979445279643456,-0.0005305116418986822,0.0,0.0
998,Marshall Islands,2019,Group C: Emerging / High-growth,GDP Growth (%),10.45211473,0.010004804290932699,0.014461666248678817,-0.004456861957746118,0.0,0.0
999,Marshall Islands,2019,Group C: Emerging / High-growth,GDP per Capita,5162.815007,0.8881072596650513,0.887592573483092,0.0005146861819593784,0.0005146861819593784,2.68290203524863
1000,Marshall Islands,2019,Group C: Emerging / High-growth,Imports (% of GDP),115.9458566,0.04579636376164851,0.03908208924214837,0.006714274519500137,0.006714274519500137,34.99946453780387
1001,Marshall Islands,2019,Group C: Emerging / High-growth,Population Growth (%),-2.862713965,0.013268131435377476,0.00716035133808047,0.006107780097297006,0.006107780097297006,31.837994156957027
1002,Marshall Islands,2019,Group C: Emerging / High-growth,Unemployment (%),6.342,0.03210577286848979,0.026258578689475818,0.005847194179013974,0.005847194179013974,30.47963926999047
1003,Marshall Islands,2020,Group C: Emerging / High-growth,Exports (% of GDP),35.48846154,0.000851509296229778,0.0007003743068658239,0.00015113498936395408,0.00015113498936395408,1.624727346927407
1004,Marshall Islands,2020,Group C: Emerging / High-growth,GDP Growth (%),-2.772887324,0.01929389973529624,0.019859715564570526,-0.0005658158292742854,0.0,0.0
1005,Marshall Islands,2020,Group C: Emerging / High-growth,GDP per Capita,5172.575282,0.8831964678300396,0.8826697721381818,0.0005266956918578147,0.0005266956918578147,5.662070032039431
1006,Marshall Islands,2020,Group C: Emerging / High-growth,Imports (% of GDP),72.33751034,0.046154448626462626,0.04398723897705187,0.0021672096494107576,0.0021672096494107576,23.297879589240967
1007,Marshall Islands,2020,Group C: Emerging / High-growth,Population Growth (%),-3.000928659,0.01264092795125929,0.006183792772273414,0.006457135178985876,0.006457135178985876,69.4153230317922
1008,Marshall Islands,2021,Group C: Emerging / High-growth,Exports (% of GDP),46.39497876,0.0036469870675865925,0.003717106435630161,-7.011936804356828e-05,0.0,0.0
1009,Marshall Islands,2021,Group C: Emerging / High-growth,GDP Growth (%),1.222272522,0.0038247067747049323,0.0035935877750770677,0.00023111899962786463,0.00023111899962786463,0.7628852878557632
1010,Marshall Islands,2021,Group C: Emerging / High-growth,GDP per Capita,5405.274736,0.8843165841218015,0.8837971345418423,0.0005194495799591969,0.0005194495799591969,1.714616465854372
1011,Marshall Islands,2021,Group C: Emerging / High-growth,Imports (% of GDP),71.22734647,0.024024086183693644,0.022991426853694406,0.001032659329999238,0.001032659329999238,3.4086362933894763
1012,Marshall Islands,2021,Group C: Emerging / High-growth,Population Growth (%),-3.185596406,0.028734158760180994,0.021523846901711444,0.007210311858469549,0.007210311858469549,23.800037411615662
1013,Marshall Islands,2021,Group C: Emerging / High-growth,Unemployment (%),9.823,0.04237427749329819,0.02107243690640325,0.021301840586894938,0.021301840586894938,70.31382454128472
1014,Marshall Islands,2022,Group C: Emerging / High-growth,Exports (% of GDP),40.81764009,0.0034636090079399866,0.003159736049589838,0.00030387295835014854,0.00030387295835014854,3.2495675444465424
1015,Marshall Islands,2022,Group C: Emerging / High-growth,GDP Growth (%),-1.118067979,0.02004309266253123,0.01850108206271705,0.0015420105998141809,0.0015420105998141809,16.49000827699435
1016,Marshall Islands,2022,Group C: Emerging / High-growth,GDP per Capita,5516.880006,0.8731650746236863,0.872604078293965,0.0005609963297212861,0.0005609963297212861,5.999202678361761
1017,Marshall Islands,2022,Group C: Emerging / High-growth,Imports (% of GDP),78.01767956,0.030152595350304155,0.028772960426561724,0.0013796349237424309,0.0013796349237424309,14.753589446456886
1018,Marshall Islands,2022,Group C: Emerging / High-growth,Population Growth (%),-3.168085785,0.01024603125434257,0.004681364587393185,0.005564666666949386,0.005564666666949386,59.507632053740465
1019,Marshall Islands,2023,Group C: Emerging / High-growth,Exports (% of GDP),38.92244504,0.0006617500640739349,0.0008861357547641946,-0.00022438569069025977,0.0,0.0
1020,Marshall Islands,2023,Group C: Emerging / High-growth,GDP Growth (%),-3.934871099,0.0005158133182952325,0.001037889955034512,-0.0005220766367392795,0.0,0.0
1021,Marshall Islands,2023,Group C: Emerging / High-growth,GDP per Capita,5470.420069,0.8681725948405205,0.8674373300311822,0.0007352648093382763,0.0007352648093382763,40.09608176654062
1022,Marshall Islands,2023,Group C: Emerging / High-growth,Imports (% of GDP),71.24978789,0.05697747467044031,0.0558789822223504,0.001098492448089905,0.001098492448089905,59.903918233459386
1023,Marshall Islands,2023,Group C: Emerging / High-growth,Population Growth (%),-3.168672277,0.053597451207192746,0.09635257679647795,-0.0427551255892852,0.0,0.0
1024,Marshall Islands,2024,Group B: Transitional / Mixed,GDP Growth (%),2.770968022,0.033413466620142565,0.031525306558686274,0.0018881600614562913,0.0018881600614562913,19.45735110885
1025,Marshall Islands,2024,Group B: Transitional / Mixed,GDP per Capita,5813.506341,0.5066241484038584,0.5037033828186447,0.0029207655852137027,0.0029207655852137027,30.09827538366472
1026,Marshall Islands,2024,Group B: Transitional / Mixed,Population Growth (%),-3.349576643,0.010593367028464496,0.005698196516857947,0.004895170511606549,0.004895170511606549,50.444373507485274
1027,"Micronesia, Fed. Sts.",2015,Group C: Emerging / High-growth,Exports (% of GDP),27.06500271,0.023709997275814215,0.02677527276097817,-0.0030652754851639534,0.0,0.0
1028,"Micronesia, Fed. Sts.",2015,Group C: Emerging / High-growth,GDP Growth (%),4.621884004,0.014316810857366415,0.015218625592952202,-0.0009018147355857875,0.0,0.0
1029,"Micronesia, Fed. Sts.",2015,Group C: Emerging / High-growth,GDP per Capita,2224.41315,0.9719605441571625,0.9718314760711357,0.00012906808602675124,0.00012906808602675124,1.8538443716233428
1030,"Micronesia, Fed. Sts.",2015,Group C: Emerging / High-growth,Imports (% of GDP),78.23146963,0.07552340407723149,0.07263135743245794,0.0028920466447735493,0.0028920466447735493,41.53934996583422
1031,"Micronesia, Fed. Sts.",2015,Group C: Emerging / High-growth,Inflation (%),-0.298115837,0.018597764686277284,0.01515202307564501,0.0034457416106322743,0.0034457416106322743,49.49224000745634
1032,"Micronesia, Fed. Sts.",2015,Group C: Emerging / High-growth,Population Growth (%),0.294778945,0.0012695021236637867,0.0007741728575886993,0.0004953292660750874,0.0004953292660750874,7.114565655086095
1033,"Micronesia, Fed. Sts.",2016,Group C: Emerging / High-growth,Exports (% of GDP),28.2724,0.019730678329864648,0.02263948849690748,-0.002908810167042832,0.0,0.0
1034,"Micronesia, Fed. Sts.",2016,Group C: Emerging / High-growth,GDP Growth (%),0.484101802,0.008235972094941237,0.008112223579227485,0.00012374851571375113,0.00012374851571375113,2.8967723688227256
1035,"Micronesia, Fed. Sts.",2016,Group C: Emerging / High-growth,GDP per Capita,2227.824891,0.8996454259405996,0.8991594623079161,0.00048596363268349485,0.00048596363268349485,11.375700268329243
1036,"Micronesia, Fed. Sts.",2016,Group C: Emerging / High-growth,Imports (% of GDP),74.61227692,0.07914966177530307,0.07603077680362277,0.003118884971680294,0.003118884971680294,73.00855089364094
1037,"Micronesia, Fed. Sts.",2016,Group C: Emerging / High-growth,Inflation (%),-1.037468064,0.023946634811297576,0.025557411493243937,-0.0016107766819463618,0.0,0.0
1038,"Micronesia, Fed. Sts.",2016,Group C: Emerging / High-growth,Population Growth (%),0.32967416,0.005514645924592136,0.0049712982744962554,0.0005433476500958804,0.0005433476500958804,12.71897646920709
1039,"Micronesia, Fed. Sts.",2017,Group C: Emerging / High-growth,Exports (% of GDP),30.6008078,0.001576676453478359,0.002164176486246849,-0.0005875000327684901,0.0,0.0
1040,"Micronesia, Fed. Sts.",2017,Group C: Emerging / High-growth,GDP Growth (%),0.823045267,0.025400668380323285,0.02306247245280161,0.0023381959275216753,0.0023381959275216753,26.945925576021455
1041,"Micronesia, Fed. Sts.",2017,Group C: Emerging / High-growth,GDP per Capita,2237.831222,0.8962842189684221,0.8958036938878453,0.0004805250805768324,0.0004805250805768324,5.537685232545598
1042,"Micronesia, Fed. Sts.",2017,Group C: Emerging / High-growth,Imports (% of GDP),72.58091922,0.037317152360226695,0.03560983439642419,0.001707317963802503,0.001707317963802503,19.675537984530283
1043,"Micronesia, Fed. Sts.",2017,Group C: Emerging / High-growth,Inflation (%),0.582253735,0.011260738362668962,0.007950749689935992,0.00330998867273297,0.00330998867273297,38.14509613292868
1044,"Micronesia, Fed. Sts.",2017,Group C: Emerging / High-growth,Population Growth (%),0.371529921,0.014914968122288215,0.01407363220438649,0.0008413359179017255,0.0008413359179017255,9.695755073973986
1045,"Micronesia, Fed. Sts.",2018,Group C: Emerging / High-growth,Exports (% of GDP),36.37357143,0.002716710698111923,0.003273348049175571,-0.0005566373510636478,0.0,0.0
1046,"Micronesia, Fed. Sts.",2018,Group C: Emerging / High-growth,GDP Growth (%),0.0,0.10167342287248653,0.09825394631294368,0.0034194765595428472,0.0034194765595428472,53.54729706973238
1047,"Micronesia, Fed. Sts.",2018,Group C: Emerging / High-growth,GDP per Capita,2229.116815,0.8929467115873737,0.8924511973095718,0.0004955142778019228,0.0004955142778019228,7.759506396294974
1048,"Micronesia, Fed. Sts.",2018,Group C: Emerging / High-growth,Imports (% of GDP),67.03321429,0.03495181115513965,0.03431757410356779,0.0006342370515718607,0.0006342370515718607,9.931835829776814
1049,"Micronesia, Fed. Sts.",2018,Group C: Emerging / High-growth,Inflation (%),1.498400236,0.018527157213349008,0.017367621328987455,0.0011595358843615525,0.0011595358843615525,18.15775349874712
1050,"Micronesia, Fed. Sts.",2018,Group C: Emerging / High-growth,Population Growth (%),0.390173247,0.01145318704161831,0.010776051345330722,0.0006771356962875872,0.0006771356962875872,10.603607205448712
1051,"Micronesia, Fed. Sts.",2019,Group C: Emerging / High-growth,Exports (% of GDP),26.79413706,0.0024674328860656634,0.003488777256348855,-0.0010213443702831917,0.0,0.0
1052,"Micronesia, Fed. Sts.",2019,Group C: Emerging / High-growth,GDP Growth (%),4.081632653,0.010004804290932699,0.010272924416442729,-0.0002681201255100296,0.0,0.0
1053,"Micronesia, Fed. Sts.",2019,Group C: Emerging / High-growth,GDP per Capita,2312.25404,0.8881072596650513,0.887592321042096,0.0005149386229553743,0.0005149386229553743,23.004803029335164
1054,"Micronesia, Fed. Sts.",2019,Group C: Emerging / High-growth,Imports (% of GDP),69.05525381,0.04579636376164851,0.04478323413441074,0.0010131296272377702,0.0010131296272377702,45.26140879474967
1055,"Micronesia, Fed. Sts.",2019,Group C: Emerging / High-growth,Inflation (%),1.923851708,0.04789608975617628,0.04787024431636724,2.5845439809039916e-05,2.5845439809039916e-05,1.154641010614245
1056,"Micronesia, Fed. Sts.",2019,Group C: Emerging / High-growth,Population Growth (%),0.338797096,0.013268131435377476,0.012583648985674673,0.0006844824497028029,0.0006844824497028029,30.579147165300924
1057,"Micronesia, Fed. Sts.",2020,Group C: Emerging / High-growth,Exports (% of GDP),17.2494599,0.000851509296229778,0.0003921569705811616,0.00045935232564861637,0.00045935232564861637,7.023035177312795
1058,"Micronesia, Fed. Sts.",2020,Group C: Emerging / High-growth,GDP Growth (%),-1.672954171,0.01929389973529624,0.020187802871634325,-0.0008939031363380846,0.0,0.0
1059,"Micronesia, Fed. Sts.",2020,Group C: Emerging / High-growth,GDP per Capita,2260.575272,0.8831964678300396,0.8826694589053831,0.0005270089246565135,0.0005270089246565135,8.05743654697796
1060,"Micronesia, Fed. Sts.",2020,Group C: Emerging / High-growth,Imports (% of GDP),68.06035644,0.046154448626462626,0.044717162589351954,0.0014372860371106716,0.0014372860371106716,21.974658306639956
1061,"Micronesia, Fed. Sts.",2020,Group C: Emerging / High-growth,Inflation (%),0.554594631,0.1057658564329279,0.10164885122393434,0.004117005208993552,0.004117005208993552,62.944869969069295
1062,"Micronesia, Fed. Sts.",2020,Group C: Emerging / High-growth,Population Growth (%),0.573243642,0.01264092795125929,0.012663961832175694,-2.3033880916404487e-05,0.0,0.0
1063,"Micronesia, Fed. Sts.",2021,Group C: Emerging / High-growth,Exports (% of GDP),20.01828658,0.0036469870675865925,0.0027272323061796984,0.0009197547614068942,0.0009197547614068942,46.995715047592476
1064,"Micronesia, Fed. Sts.",2021,Group C: Emerging / High-growth,GDP Growth (%),3.099704573,0.0038247067747049323,0.0040680463470755225,-0.00024333957237059013,0.0,0.0
1065,"Micronesia, Fed. Sts.",2021,Group C: Emerging / High-growth,GDP per Capita,2315.863785,0.8843165841218015,0.8837968048083613,0.0005197793134401607,0.0005197793134401607,26.55860184371528
1066,"Micronesia, Fed. Sts.",2021,Group C: Emerging / High-growth,Imports (% of GDP),67.22982407,0.024024086183693644,0.023506516806714377,0.0005175693769792662,0.0005175693769792662,26.445683108692243
1067,"Micronesia, Fed. Sts.",2021,Group C: Emerging / High-growth,Inflation (%),3.191284066,0.029602386106217824,0.031893436756035516,-0.002291050649817692,0.0,0.0
1068,"Micronesia, Fed. Sts.",2021,Group C: Emerging / High-growth,Population Growth (%),0.636292252,0.028734158760180994,0.03022646630764194,-0.0014923075474609464,0.0,0.0
1069,"Micronesia, Fed. Sts.",2022,Group C: Emerging / High-growth,Exports (% of GDP),21.74886407,0.0034636090079399866,0.002468729700000386,0.0009948793079396006,0.0009948793079396006,20.294623887728168
1070,"Micronesia, Fed. Sts.",2022,Group C: Emerging / High-growth,GDP Growth (%),-2.905865806,0.02004309266253123,0.017742142475881902,0.0023009501866493275,0.0023009501866493275,46.93726992790266
1071,"Micronesia, Fed. Sts.",2022,Group C: Emerging / High-growth,GDP per Capita,2238.740409,0.8731650746236863,0.8726036762582683,0.0005613983654180199,0.0005613983654180199,11.452010898628307
1072,"Micronesia, Fed. Sts.",2022,Group C: Emerging / High-growth,Imports (% of GDP),65.95245862,0.030152595350304155,0.030599381135143645,-0.00044678578483949016,0.0,0.0
1073,"Micronesia, Fed. Sts.",2022,Group C: Emerging / High-growth,Inflation (%),5.408743755,0.0718105433603243,0.0707655896699691,0.0010449536903552048,0.0010449536903552048,21.316095285740854
1074,"Micronesia, Fed. Sts.",2022,Group C: Emerging / High-growth,Population Growth (%),0.438013018,0.01024603125434257,0.010336758235024512,-9.072698068194121e-05,0.0,0.0
1075,"Micronesia, Fed. Sts.",2023,Group C: Emerging / High-growth,Exports (% of GDP),28.33609925,0.0006617500640739349,0.0011322769314270778,-0.00047052686735314295,0.0,0.0
1076,"Micronesia, Fed. Sts.",2023,Group C: Emerging / High-growth,GDP Growth (%),0.482147762,0.0005158133182952325,0.0007352954320875221,-0.00021948211379228962,0.0,0.0
1077,"Micronesia, Fed. Sts.",2023,Group C: Emerging / High-growth,GDP per Capita,2239.228491,0.8681725948405205,0.8674367364837907,0.000735858356729735,0.000735858356729735,49.96996585386875
1078,"Micronesia, Fed. Sts.",2023,Group C: Emerging / High-growth,Imports (% of GDP),69.98370244,0.05697747467044031,0.0562407317472699,0.0007367429231704067,0.0007367429231704067,50.03003414613125
1079,"Micronesia, Fed. Sts.",2023,Group C: Emerging / High-growth,Population Growth (%),0.459189929,0.053597451207192746,0.05535950550902734,-0.001762054301834591,0.0,0.0
1080,"Micronesia, Fed. Sts.",2024,Group B: Transitional / Mixed,Exports (% of GDP),27.46989928,0.0063045081897715165,0.01083126823357067,-0.004526760043799153,0.0,0.0
1081,"Micronesia, Fed. Sts.",2024,Group B: Transitional / Mixed,GDP Growth (%),0.719083512,0.033413466620142565,0.027305379036138847,0.0061080875840037185,0.0061080875840037185,67.16996206469682
1082,"Micronesia, Fed. Sts.",2024,Group B: Transitional / Mixed,GDP per Capita,2244.767272,0.5066241484038584,0.5036998779487497,0.0029242704551086796,0.0029242704551086796,32.15787803222897
1083,"Micronesia, Fed. Sts.",2024,Group B: Transitional / Mixed,Imports (% of GDP),69.13081216,0.03622949541957388,0.037359818082525344,-0.0011303226629514607,0.0,0.0
1084,"Micronesia, Fed. Sts.",2024,Group B: Transitional / Mixed,Population Growth (%),0.469463637,0.010593367028464496,0.010532244296930447,6.112273153404887e-05,6.112273153404887e-05,0.6721599030742077
1085,Mongolia,2015,Group B: Transitional / Mixed,Exports (% of GDP),44.18405023,0.023709997275814215,0.025841942258822075,-0.0021319449830078593,0.0,0.0
1086,Mongolia,2015,Group B: Transitional / Mixed,GDP Growth (%),2.379835807,0.014316810857366415,0.020226854328862193,-0.005910043471495778,0.0,0.0
1087,Mongolia,2015,Group B: Transitional / Mixed,GDP per Capita,7563861.769,0.9719605441571625,0.9720351741644986,-7.463000733609615e-05,0.0,0.0
1088,Mongolia,2015,Group B: Transitional / Mixed,Imports (% of GDP),45.46961324,0.07552340407723149,0.06971446796209058,0.005808936115140911,0.005808936115140911,100.0
1089,Mongolia,2015,Group B: Transitional / Mixed,Inflation (%),5.735682819,0.018597764686277284,0.028847604401425076,-0.010249839715147792,0.0,0.0
1090,Mongolia,2015,Group B: Transitional / Mixed,Population Growth (%),2.128669517,0.0012695021236637867,0.0013605166138964142,-9.101449023262743e-05,0.0,0.0
1091,Mongolia,2015,Group B: Transitional / Mixed,Unemployment (%),4.861,0.03866396973267511,0.08951207971557976,-0.05084810998290465,0.0,0.0
1092,Mongolia,2016,Group B: Transitional / Mixed,Exports (% of GDP),50.87219406,0.019730678329864648,0.025905002081069016,-0.0061743237512043685,0.0,0.0
1093,Mongolia,2016,Group B: Transitional / Mixed,GDP Growth (%),1.489784487,0.008235972094941237,0.004745037363744749,0.0034909347311964873,0.0034909347311964873,39.57272943652504
1094,Mongolia,2016,Group B: Transitional / Mixed,GDP per Capita,7522482.04,0.8996454259405996,0.9001307488459972,-0.0004853229053976005,0.0,0.0
1095,Mongolia,2016,Group B: Transitional / Mixed,Imports (% of GDP),50.18304317,0.07914966177530307,0.07911921912496653,3.0442650336540145e-05,3.0442650336540145e-05,0.3450934657508595
1096,Mongolia,2016,Group B: Transitional / Mixed,Inflation (%),0.733272227,0.023946634811297576,0.018646445470231966,0.00530018934106561,0.00530018934106561,60.08217709772412
1097,Mongolia,2016,Group B: Transitional / Mixed,Population Growth (%),2.027369576,0.005514645924592136,0.014366270716704092,-0.008851624792111957,0.0,0.0
1098,Mongolia,2016,Group B: Transitional / Mixed,Unemployment (%),7.235,0.0136832882110926,0.10990005728781273,-0.09621676907672012,0.0,0.0
1099,Mongolia,2017,Group B: Transitional / Mixed,Exports (% of GDP),59.16667927,0.001576676453478359,0.0059784892378036076,-0.004401812784325249,0.0,0.0
1100,Mongolia,2017,Group B: Transitional / Mixed,GDP Growth (%),5.636876387,0.025400668380323285,0.02180609355999432,0.003594574820328964,0.003594574820328964,52.18872371799509
1101,Mongolia,2017,Group B: Transitional / Mixed,GDP per Capita,7794946.867,0.8962842189684221,0.8967152876194784,-0.00043106865105624337,0.0,0.0
1102,Mongolia,2017,Group B: Transitional / Mixed,Imports (% of GDP),56.7662226,0.037317152360226695,0.04126817515562269,-0.0039510227953959975,0.0,0.0
1103,Mongolia,2017,Group B: Transitional / Mixed,Inflation (%),4.301431053,0.011260738362668962,0.011332906283567876,-7.216792089891413e-05,0.0,0.0
1104,Mongolia,2017,Group B: Transitional / Mixed,Population Growth (%),1.925778838,0.014914968122288215,0.011621896408564219,0.0032930717137239964,0.0032930717137239964,47.81127628200491
1105,Mongolia,2017,Group B: Transitional / Mixed,Unemployment (%),6.359,0.07405725007556335,0.09684593301148303,-0.02278868293591968,0.0,0.0
1106,Mongolia,2018,Group B: Transitional / Mixed,Exports (% of GDP),58.16478228,0.002716710698111923,0.007367808634323226,-0.004651097936211303,0.0,0.0
1107,Mongolia,2018,Group B: Transitional / Mixed,GDP Growth (%),7.74488062,0.10167342287248653,0.07647735671688469,0.02519606615560184,0.02519606615560184,99.27847373396482
1108,Mongolia,2018,Group B: Transitional / Mixed,GDP per Capita,8243489.169,0.8929467115873737,0.89340220174042,-0.0004554901530462452,0.0,0.0
1109,Mongolia,2018,Group B: Transitional / Mixed,Imports (% of GDP),68.19109096,0.03495181115513965,0.046932147241813126,-0.011980336086673475,0.0,0.0
1110,Mongolia,2018,Group B: Transitional / Mixed,Inflation (%),6.824247901,0.018527157213349008,0.027128288211205512,-0.008601130997856504,0.0,0.0
1111,Mongolia,2018,Group B: Transitional / Mixed,Population Growth (%),1.864801928,0.01145318704161831,0.01127006956561095,0.00018311747600736027,0.00018311747600736027,0.7215262660351752
1112,Mongolia,2018,Group B: Transitional / Mixed,Unemployment (%),5.377,0.017117446035631135,0.03237347289932268,-0.015256026863691544,0.0,0.0
1113,Mongolia,2019,Group B: Transitional / Mixed,Exports (% of GDP),59.21723318,0.0024674328860656634,0.007829819339670063,-0.005362386453604399,0.0,0.0
1114,Mongolia,2019,Group B: Transitional / Mixed,GDP Growth (%),5.602244221,0.010004804290932699,0.008568893560232877,0.0014359107306998221,0.0014359107306998221,4.659851345417229
1115,Mongolia,2019,Group B: Transitional / Mixed,GDP per Capita,8546840.026,0.8881072596650513,0.888531537149927,-0.0004242774848757236,0.0,0.0
1116,Mongolia,2019,Group B: Transitional / Mixed,Imports (% of GDP),65.17928144,0.04579636376164851,0.057321859008614647,-0.011525495246966139,0.0,0.0
1117,Mongolia,2019,Group B: Transitional / Mixed,Inflation (%),7.301069536,0.04789608975617628,0.021391791645673706,0.02650429811050257,0.02650429811050257,86.01237289268767
1118,Mongolia,2019,Group B: Transitional / Mixed,Population Growth (%),1.837150731,0.013268131435377476,0.01039382229604427,0.0028743091393332067,0.0028743091393332067,9.327775761895099
1119,Mongolia,2019,Group B: Transitional / Mixed,Unemployment (%),9.024,0.03210577286848979,0.13572792045799972,-0.10362214758950994,0.0,0.0
1120,Mongolia,2020,Group B: Transitional / Mixed,Exports (% of GDP),57.66034973,0.000851509296229778,0.0016385097627225605,-0.0007870004664927825,0.0,0.0
1121,Mongolia,2020,Group B: Transitional / Mixed,GDP Growth (%),-4.557751976,0.01929389973529624,0.019355063938050896,-6.116420275465578e-05,0.0,0.0
1122,Mongolia,2020,Group B: Transitional / Mixed,GDP per Capita,8011344.278,0.8831964678300396,0.8835350814288121,-0.0003386135987725192,0.0,0.0
1123,Mongolia,2020,Group B: Transitional / Mixed,Imports (% of GDP),55.1782979,0.046154448626462626,0.0505571735867351,-0.004402724960272476,0.0,0.0
1124,Mongolia,2020,Group B: Transitional / Mixed,Inflation (%),3.796040261,0.1057658564329279,0.08996669276811553,0.015799163664812363,0.015799163664812363,76.33938305771912
1125,Mongolia,2020,Group B: Transitional / Mixed,Population Growth (%),1.805420087,0.01264092795125929,0.007744137533148501,0.004896790418110789,0.004896790418110789,23.660616942280893
1126,Mongolia,2020,Group B: Transitional / Mixed,Unemployment (%),6.413,0.062123375612350235,0.122601564910608,-0.06047818929825777,0.0,0.0
1127,Mongolia,2021,Group B: Transitional / Mixed,Exports (% of GDP),58.54886395,0.0036469870675865925,0.002758503531933287,0.0008884835356533054,0.0008884835356533054,7.072796004690289
1128,Mongolia,2021,Group B: Transitional / Mixed,GDP Growth (%),1.636769577,0.0038247067747049323,0.004323280539057764,-0.0004985737643528319,0.0,0.0
1129,Mongolia,2021,Group B: Transitional / Mixed,GDP per Capita,8006423.607,0.8843165841218015,0.8845887763038875,-0.0002721921820860729,0.0,0.0
1130,Mongolia,2021,Group B: Transitional / Mixed,Imports (% of GDP),60.54921448,0.024024086183693644,0.027302386176132676,-0.003278299992439032,0.0,0.0
1131,Mongolia,2021,Group B: Transitional / Mixed,Inflation (%),7.352812434,0.029602386106217824,0.03889850732067452,-0.009296121214456696,0.0,0.0
1132,Mongolia,2021,Group B: Transitional / Mixed,Population Growth (%),1.684959051,0.028734158760180994,0.017060657826550696,0.011673500933630298,0.011673500933630298,92.92720399530971
1133,Mongolia,2021,Group B: Transitional / Mixed,Unemployment (%),7.871,0.04237427749329819,0.20835576467952066,-0.16598148718622247,0.0,0.0
1134,Mongolia,2022,Group B: Transitional / Mixed,Exports (% of GDP),65.06135116,0.0034636090079399866,0.002682797915731109,0.0007808110922088774,0.0007808110922088774,10.036187928665392
1135,Mongolia,2022,Group B: Transitional / Mixed,GDP Growth (%),5.032709637,0.02004309266253123,0.01743714317226197,0.002605949490269259,0.002605949490269259,33.49568042503625
1136,Mongolia,2022,Group B: Transitional / Mixed,GDP per Capita,8286894.845,0.8731650746236863,0.873431069413192,-0.0002659947895057302,0.0,0.0
1137,Mongolia,2022,Group B: Transitional / Mixed,Imports (% of GDP),71.26657879,0.030152595350304155,0.03796430147701058,-0.007811706126706428,0.0,0.0
1138,Mongolia,2022,Group B: Transitional / Mixed,Inflation (%),15.14795609,0.0718105433603243,0.08563084811814091,-0.013820304757816607,0.0,0.0
1139,Mongolia,2022,Group B: Transitional / Mixed,Population Growth (%),1.46704738,0.01024603125434257,0.005852834967153864,0.004393196287188706,0.004393196287188706,56.46813164629837
1140,Mongolia,2022,Group B: Transitional / Mixed,Unemployment (%),5.954,0.12347665366486972,0.13776626112569257,-0.014289607460822848,0.0,0.0
